"","Wood","Oven","Phase","IO_02L_Avg","UO_02_Avg","AO_02_Avg","IO_04R_Avg","FB_01_Avg","IO_01T_Avg","SA_01_Avg","P_01_Avg","AO_01_Avg","Roofline","Chimney","NO","SO2","CO","CO2","O2","PM (mg/m3)"
"11811","BW","O","Low",353.7,368.9,270.4,294.8,808,324.6,429.2,569.4,504,92.2,151.6,72,33.5,2360,2.596025,15.4,4.37
"11812","BW","O","Low",353.6,368.8,270.4,295,809,324.6,428.8,573,504.1,92.1,151.3,66.3,34.5,1300,2.638463,16,4.87
"11813","BW","O","Low",353.6,368.7,270.4,295.1,810,324.7,428.5,572.6,503.6,92,151.1,77.9,35,1060,2.669535,15.1,4.25
"11814","BW","O","Low",353.5,368.5,270.4,295.3,808,324.7,428.2,570.6,502.2,91.9,150.9,75,36,1160,2.726358,14.8,3.15
"11815","BW","O","Low",353.5,368.3,270.2,295.4,806,324.8,427.9,565.4,500,91.9,150.7,70.6,35.9,1250,2.749446,14.8,2.36
"11816","BW","O","Low",353.4,368,270.1,295.5,804,324.8,427.5,560.5,497.1,91.8,150.6,67.8,37.5,1560,2.754238,14.8,2.25
"11817","BW","O","Low",353.3,367.7,269.9,295.6,803,324.9,427.2,557.4,494.1,91.8,150.5,66.7,37.9,1680,2.737518,14.9,2.79
"11818","BW","O","Low",353.2,367.4,269.8,295.7,801,324.9,426.8,555.9,491.1,91.8,150.4,68.6,36.9,1630,2.721791,15,2.19
"6793","LW","NO","High",163.2,112.2,224.8,145.3,587.4,196.5,240.5,434.2,368.5,90.3,151.5,40.51516,11.02718,1476.026,3.83053,16.28836,1.52
"6794","LW","NO","High",163.6,112.4,228.2,145.6,592.2,196.8,243.7,422.4,374.2,90.3,152.6,38.93678,11.09589,1327.509,3.584703,16.58998,2.5
"6795","LW","NO","High",164,112.7,231.9,145.9,595.7,197.2,246.3,412.4,383,90.2,153.7,41.39521,11.65876,1316.901,3.60191,16.57741,1.81
"6796","LW","NO","High",164.4,113,235.7,146.2,598.2,197.5,248,403.5,394.8,90.2,154.8,46.30715,14.11593,1704.962,3.983937,16.06215,1.66
"6797","LW","NO","High",164.8,113.2,239.6,146.6,600,197.9,249.9,395.6,403.9,90.2,155.7,49.46716,16.01241,1985.241,4.236841,15.68514,2.02
"6798","LW","NO","High",165.1,113.5,243.4,146.9,601.5,198.3,252.3,389.1,409.7,90.2,156.4,51.39786,16.01286,1976.519,4.382365,15.49411,3.26
"6799","LW","NO","High",165.6,113.8,247,147.2,602.5,198.8,255.2,384,412.3,90.2,157.1,52.80248,16.0133,1971.354,4.528075,15.32697,3.95
"6800","LW","NO","High",166,114.1,250.9,147.5,603.2,199.3,257.3,380.8,420.3,90.3,157.8,54.02944,16.24741,2007.859,4.62097,15.19627,3.88
"6801","LW","NO","High",166.4,114.4,254.8,147.8,603.9,199.8,260.1,378.5,430,90.4,158.9,54.73093,18.21468,2217.478,4.648046,15.12338,5.53
"6802","LW","NO","High",166.8,114.7,258.4,148.2,604.6,200.3,263.4,375.6,437.9,90.4,159.9,54.90532,19.15097,2296.323,4.632245,15.11836,6.76
"6803","LW","NO","High",167.3,115,261.7,148.5,605.3,200.9,266.4,374.5,446.4,90.5,160.8,56.48244,18.91734,2260.073,4.7443,15.00776,7.9
"6804","LW","NO","High",167.7,115.3,264.8,148.8,605.6,201.5,268.7,375.7,458,90.5,161.7,56.83347,18.84919,2259.2,4.854801,14.85821,8.5
"6805","LW","NO","High",168.2,115.6,267.7,149.2,605.6,202.1,270.8,378.1,467.5,90.6,162.3,56.83134,19.6489,2360.048,4.921274,14.77439,5.52
"6806","LW","NO","High",168.7,115.8,270.1,149.5,605.6,202.8,273.4,379.2,474.4,90.7,162.9,57.1845,19.01585,2343.649,4.967283,14.71658,5.37
"6807","LW","NO","High",169.1,116.1,272.2,149.9,605.5,203.4,275.4,380.8,480.1,90.9,163.4,58.76392,15.7147,1974.354,5.027555,14.69019,6.63
"6808","LW","NO","High",169.6,116.4,274.1,150.2,605.4,204.1,277.9,383,480.9,91,163.8,61.04774,12.41833,1516.204,5.09795,14.64871,7.59
"6809","LW","NO","High",170.1,116.6,275.6,150.6,605.2,204.8,280.2,384.1,477.8,91.2,164,59.81967,11.32093,1381.116,5.044513,14.73292,7.63
"6810","LW","NO","High",170.6,116.9,276.9,151,605,205.6,281.7,385.6,475.2,91.4,164,58.76993,10.92355,1337.01,5.035748,14.75843,5.81
"6811","LW","NO","High",171.2,117.2,277.7,151.3,605,206.3,283.7,384.9,469.7,91.6,164,59.99969,10.52604,1254.233,5.08692,14.69685,4.45
"6812","LW","NO","High",171.7,117.4,278.2,151.7,605,207,285.5,384.1,463.5,91.8,163.7,58.94939,10.12824,1206.787,4.987715,14.79198,3.45
"6813","LW","NO","High",172.2,117.7,278.4,152.1,605.1,207.7,287.2,384,458,92.1,163.2,58.24841,9.895638,1167.681,4.927609,14.88913,2.67
"6814","LW","NO","High",172.8,117.9,278,152.5,605.2,208.4,289.2,383.9,450.7,92.4,162.6,58.77596,9.498048,1076.965,4.85988,14.9717,2.5
"6815","LW","NO","High",173.3,118.2,277.3,152.9,605.1,209,291.1,384.1,442.7,92.6,162,56.49548,9.566966,1077.324,4.73134,15.143,2.21
"6816","LW","NO","High",173.8,118.4,276.4,153.3,605,209.7,292.9,384.1,437,92.8,161.4,56.31927,9.402552,1089.825,4.640391,15.24983,1.76
"6817","LW","NO","High",174.4,118.7,275.5,153.7,604.7,210.3,294.2,385.2,434,93,160.9,54.39101,9.635834,1112.155,4.503945,15.41321,1.57
"6818","LW","NO","High",174.9,118.9,274.5,154.1,605.3,210.9,296.1,386.9,430.7,93.2,160.5,52.63583,9.636013,1108.246,4.356814,15.5967,1.46
"6819","LW","NO","High",175.4,119.2,273.3,154.5,614,211.4,298.3,392.4,428.1,93.3,160.4,49.83012,9.704619,1129.219,4.207696,15.78522,2.3
"6820","LW","NO","High",175.9,119.5,272.3,154.9,629,212,300.6,396.5,427.8,93.5,161.1,48.60101,9.937963,1189.058,4.142385,15.86817,1.76
"6821","LW","NO","High",176.4,119.8,272.5,155.3,642.3,212.5,301.2,398.2,429,93.7,162,48.77763,9.938246,1180.09,4.130021,15.89959,2.8
"6822","LW","NO","High",176.9,120.1,273.1,155.7,653.4,213,301.6,400.7,433.6,93.8,163.1,49.12763,10.17154,1124.341,4.032267,16.00264,2.81
"6823","LW","NO","High",177.4,120.3,274.3,156.1,662.4,213.6,301.9,403.9,441.1,93.9,164.3,55.44527,11.90059,1273.83,4.115946,15.88451,2.59
"6824","LW","NO","High",177.9,120.7,275.8,156.5,669.3,214.1,302.3,408.4,447.6,94,165.7,64.39405,15.55595,1896.036,4.70238,15.09776,2.54
"6825","LW","NO","High",178.4,121,277.5,156.9,674.6,214.6,303,413.8,455.8,94.1,167.3,67.72989,17.15228,2289.016,5.063941,14.53723,2.69
"6826","LW","NO","High",178.9,121.3,279.6,157.3,678.5,215.2,303.8,416.6,467.7,94.1,169.1,68.25733,17.34628,2403.224,5.309007,14.25608,3.17
"6827","LW","NO","High",179.4,121.6,282.3,157.7,681.3,215.8,304.7,418,483.3,94.3,171.1,73.17208,15.94328,2282.641,5.576805,13.94564,4.6
"6828","LW","NO","High",180,122,285.4,158.1,683.5,216.5,305.6,419.7,502.1,94.4,173.3,75.4567,15.31088,2175.572,5.786771,13.71313,5.55
"6829","LW","NO","High",180.6,122.4,289.2,158.5,685,217.2,306.4,420.9,522.2,94.6,175.5,77.03709,15.24213,2222.403,5.9967,13.45891,7.79
"6830","LW","NO","High",181.2,122.7,292.5,159,685.9,218,308,424.1,541.4,94.8,177.6,77.56593,16.50851,2438.333,6.150925,13.24308,8.6
"6831","LW","NO","High",181.8,123.1,295.6,159.4,686.5,218.8,309.6,428,553.7,95,179.6,79.14249,16.90794,2583.506,6.374959,12.97161,9.17
"6832","LW","NO","High",182.4,123.5,298.7,159.8,687.3,219.7,311.5,431.9,562.2,95.2,181.5,81.25021,18.57444,2876.809,6.592809,12.65238,9.98
"6833","LW","NO","High",183,123.9,301.8,160.3,688.1,220.6,313.5,436.3,568.4,95.5,183.4,84.93386,18.10658,2899.661,6.825944,12.35451,11.5
"6834","LW","NO","High",183.7,124.3,304.8,160.7,688.8,221.7,315.7,442.1,573.2,95.8,185.5,85.63988,17.40479,2842.67,6.878973,12.28036,12.6
"6835","LW","NO","High",184.4,124.8,307.6,161.2,689.3,222.7,318,448.3,576,96.1,187.3,86.16605,16.93729,2796.443,6.939849,12.21375,13.4
"6836","LW","NO","High",185.1,125.2,310.5,161.7,689.7,223.8,320.3,456,581.7,96.4,189,87.04473,16.3045,2725.284,7.015684,12.14462,15
"6837","LW","NO","High",185.8,125.6,313.5,162.1,690.1,225,322.4,462.8,589.1,96.8,190.7,89.1511,16.77322,2766.561,7.14024,11.98405,18.3
"6838","LW","NO","High",186.5,126,316.9,162.6,690.5,226.2,324.4,468.4,597,97.2,192.4,91.08215,17.33806,2864.961,7.232398,11.85083,18.5
"6839","LW","NO","High",187.3,126.5,320.9,163.2,690.9,227.5,326,471.5,606.5,97.6,194.2,93.71444,17.03534,2850.499,7.355853,11.68588,19.7
"6840","LW","NO","High",188.1,126.9,324.9,163.7,691.4,228.8,327.6,474.1,617.1,98.1,195.9,95.64539,16.87038,2843.665,7.442751,11.56649,20.6
"6841","LW","NO","High",188.9,127.4,328.6,164.2,691.9,230.2,329.5,478.3,627.8,98.5,197.9,97.92735,16.80253,2873.169,7.561388,11.41847,19.5
"6842","LW","NO","High",189.7,127.8,332,164.8,692.3,231.7,331.4,486.5,638,99,199.8,100.033,16.00447,2737.502,7.639331,11.31667,18.7
"6843","LW","NO","High",190.6,128.3,334.8,165.3,692.7,233.2,333.4,494.1,644.5,99.6,201.2,102.3176,16.80313,2860.502,7.783938,11.11683,18.3
"6844","LW","NO","High",191.5,128.7,336.4,165.9,693,234.8,335.2,500.1,645.3,100.2,202,102.1407,17.9739,3018.698,7.83808,11.02759,17.9
"6845","LW","NO","High",192.4,129.2,338,166.5,693.5,236.4,336.8,502.7,644.7,100.8,202.4,104.2517,17.90545,3061.422,8.036177,10.78628,13
"6846","LW","NO","High",193.3,129.6,339.1,167.2,693.9,238,338,504.6,640.6,101.4,202.5,107.235,18.07174,3105.975,8.147754,10.59928,11.2
"6847","LW","NO","High",194.2,130,339.6,167.8,694.2,239.6,339.3,505.6,635.1,102,202.4,106.7143,16.97049,2955.148,8.036007,10.70737,10.3
"6848","LW","NO","High",195.1,130.4,338.2,168.4,696.4,241.2,341,507.5,624,102.6,201.6,103.9066,14.20507,2521.172,7.809273,11.0505,8.56
"6849","LW","NO","High",196.1,130.9,334.7,169.1,704.3,242.7,342.1,508.5,608.4,103.2,200.5,100.0465,11.84149,2157.856,7.644404,11.33329,6.69
"6850","LW","NO","High",197,131.3,332.3,169.8,710,244.2,342.5,497.5,606.5,103.8,199.8,100.0465,11.84149,2157.856,7.644404,11.33329,5.17
"6851","LW","NO","High",197.9,131.7,330.8,170.5,712.8,245.6,342.6,484.3,598.9,104.4,198.7,100.0465,11.84149,2157.856,7.644404,11.33329,3.33
"6852","LW","NO","High",198.8,132.2,329.3,171.2,714.3,247,342.4,472.8,588.6,105,197.5,100.0465,11.84149,2157.856,7.644404,11.33329,2.94
"6853","LW","NO","High",199.7,132.6,327.7,171.9,715,248.2,342.2,462.6,579,105.6,196.3,100.0465,11.84149,2157.856,7.644404,11.33329,2.26
"6854","LW","NO","High",200.6,133,325.9,172.6,715.2,249.4,341.9,453.7,569.1,106.2,195.1,100.0465,11.84149,2157.856,7.644404,11.33329,1.97
"6855","LW","NO","High",201.5,133.4,324.1,173.3,715.3,250.5,341.5,446.1,558,106.7,193.9,99.34666,11.67681,2128.555,7.62509,11.36597,1.86
"6856","LW","NO","High",202.4,133.8,322.1,173.9,715.2,251.6,341,439.3,548.1,107.2,192.7,67.58606,7.848687,1328.956,4.995236,14.64894,1.7
"6857","LW","NO","High",203.2,134.2,319.8,174.6,715.1,252.5,340.5,433.3,539,107.6,191.6,65.30372,7.286773,1235.917,4.908171,14.78469,1.36
"6858","LW","NO","High",204,134.6,317.6,175.3,715,253.4,339.9,427.9,532.2,108,190.5,63.9013,6.656567,1135.327,4.847524,14.89278,1.22
"6859","LW","NO","High",204.8,135,315.1,176,714.8,254.2,339.3,423.5,523.5,108.4,189.4,61.79342,6.259398,1060.492,4.746289,15.02852,1.13
"6860","LW","NO","High",205.6,135.4,312.7,176.7,714.7,255,338.6,419,516.2,108.8,188.6,59.33704,6.095135,1048.743,4.649927,15.16552,1.05
"6861","LW","NO","High",206.4,135.8,310.6,177.4,714.7,255.6,338,415.2,510.3,109.1,187.9,57.05466,6.095468,1071.286,4.556395,15.26772,1.15
"6862","LW","NO","High",207.1,136.2,308.4,178,714.6,256.3,337.4,412.3,504.5,109.4,187.1,54.59814,6.095431,1047.055,4.480685,15.39176,1.27
"6863","LW","NO","High",207.8,136.5,306.4,178.7,714.3,256.8,336.8,410.7,500.9,109.8,186.3,52.31581,6.725911,1174.294,4.427412,15.46215,1.42
"6864","LW","NO","High",208.5,136.9,304.4,179.3,714.1,257.3,336.1,409.1,497.3,110.1,185.4,52.14178,6.890615,1269.271,4.46647,15.4081,1.5
"6865","LW","NO","High",209.2,137.3,302.2,179.9,713.9,257.8,335.4,406.5,493.6,110.3,184.6,51.44138,7.123749,1281.89,4.459739,15.42193,1.22
"6866","LW","NO","High",209.9,137.6,299.8,180.5,713.6,258.2,334.6,404.8,489.7,110.4,183.9,50.73972,7.123954,1194.883,4.410028,15.50865,1.27
"6867","LW","NO","High",210.5,138,297.6,181.1,713.1,258.6,333.8,404.6,486.3,110.6,183.2,50.2144,7.288832,1173.13,4.378494,15.54927,1.3
"6868","LW","NO","High",211.1,138.4,295.1,181.7,712,258.9,332.7,406.9,496.9,110.6,182.6,48.28284,7.755023,1206.681,4.283659,15.67959,1.37
"6873","LW","NO","Medium",213.8,140.9,289.6,184.2,715.3,260.3,326.6,420.8,554.8,111,182.4,60.5805,6.454194,1278.567,5.500647,14.2902,2.83
"6874","LW","NO","Medium",214.3,141.4,288.8,184.7,717,260.6,325.7,423.1,560.9,111.1,182.3,60.40565,6.221227,1306.182,5.609061,14.13147,2.76
"6875","LW","NO","Medium",214.8,141.9,288,185.2,718.4,260.8,324.9,424.9,565.5,111.1,182.2,60.05619,6.221617,1301.747,5.640916,14.09789,3.15
"6876","LW","NO","Medium",215.3,142.4,286.9,185.7,719.6,261.1,324.1,425.9,569.5,111.2,182.1,59.0028,6.221791,1346.168,5.572835,14.16074,2.62
"6877","LW","NO","Medium",215.8,142.9,286,186.1,720.5,261.4,323.4,426.5,568.1,111.3,182.2,58.12548,5.988983,1329.832,5.498529,14.24244,3.36
"6878","LW","NO","Medium",216.3,143.5,285.3,186.5,721.2,261.7,322.8,427.1,567.9,111.4,182.3,58.12767,5.756191,1275.655,5.468652,14.27889,3.87
"6879","LW","NO","Medium",216.7,144,284.4,187,721.7,262,322.3,427.7,568.7,111.5,182.3,57.60193,5.756497,1274.681,5.441795,14.31697,4.93
"6880","LW","NO","Medium",217.2,144.5,283.7,187.4,722.2,262.3,321.8,428,567.6,111.4,182.4,57.07714,5.756658,1257.487,5.407688,14.34839,5.89
"6881","LW","NO","Medium",217.7,145,283,187.8,722.4,262.5,321.3,428.7,567.6,111.4,182.6,57.77896,5.523863,1217.73,5.454669,14.29057,5.95
"6882","LW","NO","Medium",218.1,145.5,282.3,188.2,722.3,262.8,320.9,430.4,571.6,111.3,182.8,58.83489,5.359604,1157.345,5.483793,14.2516,3.27
"6883","LW","NO","Medium",218.6,146,281.5,188.6,722.1,263.1,320.5,433.8,579.8,111.2,183,59.88753,5.126834,1054.714,5.503371,14.234,3.11
"6884","LW","NO","Medium",219,146.5,280.6,189,722.2,263.4,320.1,439.8,587.8,111.2,183.4,60.24217,4.894082,1045.984,5.526708,14.20887,3.17
"6885","LW","NO","Medium",219.4,147,280,189.4,722.3,263.7,319.8,444.2,590.9,111.1,183.7,59.36423,4.825755,1053.913,5.477997,14.24532,3.54
"6886","LW","NO","Medium",219.9,147.4,279.3,189.7,722.1,264,319.5,448.9,588.5,111,184,58.84054,4.894309,1011.65,5.446839,14.29057,3.01
"6887","LW","NO","Medium",220.3,147.9,278.8,190.1,721.9,264.3,319.3,452.4,585.7,111,184.3,59.19255,4.825976,1076.352,5.496211,14.21766,2.1
"6888","LW","NO","Medium",220.7,148.4,278.4,190.5,721.8,264.6,319,455.6,580.5,110.9,184.4,59.89647,4.894582,1020.29,5.527525,14.19881,1.47
"6889","LW","NO","Medium",221.1,148.8,277.9,190.8,724.3,264.8,320.2,457.8,565,110.8,183.7,59.72163,5.127601,1050.288,5.52917,14.17367,1.3
"6890","LW","NO","Medium",221.6,149.2,276.9,191.2,734.1,265.1,321.9,449.9,538.5,110.7,182.9,59.54722,5.031775,1016.381,5.504056,14.20635,1.91
"6891","LW","NO","Medium",222,149.6,276.8,191.5,741.3,265.3,322.8,435.4,522.4,110.7,182.9,59.54896,4.86755,1001.974,5.492488,14.21048,0.704
"6892","LW","NO","Medium",222.4,150.1,276.8,191.9,743.4,265.5,323.4,422.6,510.6,110.7,182.5,58.84753,4.867644,1015.1,5.410029,14.2859,0.339
"6893","LW","NO","Medium",222.7,150.5,276.6,192.2,742.9,265.6,323.8,412.4,500.7,110.6,182,54.80848,5.14176,852.2147,4.507769,15.28899,0.493
"6894","LW","NO","Medium",223.1,150.8,276.2,192.6,741,265.7,323.9,403.8,493.6,110.6,181.5,52.17319,7.171291,1119.347,4.066379,15.85842,0.6
"6895","LW","NO","Medium",223.4,151.2,275.8,192.9,738.6,265.8,323.9,396.5,491.1,110.5,181.1,51.47247,7.63805,1220.221,3.985177,15.89487,0.734
"6896","LW","NO","Medium",223.7,151.6,275.4,193.2,736,265.9,323.8,391,487.4,110.4,180.7,49.53871,8.008951,1263.475,3.919436,15.98955,1.01
"6897","LW","NO","Medium",224,151.9,274.8,193.5,733.3,265.9,323.6,387.7,484.8,110.3,180.5,48.31052,8.008985,1283.064,3.867483,16.06708,1.23
"6898","LW","NO","Medium",224.3,152.3,274.2,193.8,730.6,265.9,323.3,383.7,482.8,110.2,180.3,47.25512,8.173899,1288.827,3.829766,16.12616,1.35
"6899","LW","NO","Medium",224.6,152.6,273.5,194.1,728,265.8,322.9,379.6,479.2,110.1,180.1,46.72874,8.242983,1336.581,3.843029,16.1228,1.52
"6900","LW","NO","Medium",224.9,153,272.8,194.4,725.6,265.8,322.5,377.6,477.5,110,180.1,47.78263,8.174592,1349.19,3.919982,16.04989,1.44
"6901","LW","NO","Medium",225.1,153.3,271.9,194.6,723.3,265.7,322.1,376.5,479.3,109.9,180.2,48.31031,8.174755,1348.513,3.959439,15.98201,1.5
"6902","LW","NO","Medium",225.4,153.7,271.2,194.9,721.1,265.6,321.7,375.9,480.8,109.8,180.4,47.78362,8.408429,1370.336,3.968327,15.9707,1.63
"6903","LW","NO","Medium",225.6,154,270.5,195.2,719,265.5,321.3,377.1,482.7,109.7,180.4,47.43333,8.408596,1372.504,3.988366,15.94682,1.71
"6904","LW","NO","Medium",225.8,154.3,269.8,195.4,717.2,265.4,320.8,380.5,490.6,109.6,180.4,47.25917,7.873354,1397.097,4.022745,15.91539,2.13
"6905","LW","NO","Medium",226.1,154.7,269,195.6,715.6,265.4,320.3,386,495.6,109.5,180.4,47.43625,7.70876,1356.844,4.055432,15.87516,2.66
"6906","LW","NO","Medium",226.3,155,268.2,195.9,714.2,265.3,319.8,393,500.8,109.4,180.4,47.78991,7.544176,1301.31,4.099936,15.83117,2.89
"6907","LW","NO","Medium",226.5,155.3,267.4,196.1,712.9,265.2,319.4,399.6,506.5,109.2,180.2,48.49213,7.24236,1247.212,4.134486,15.80351,3.36
"6908","LW","NO","Medium",226.7,155.6,266.4,196.3,711.7,265.1,318.9,404.5,508.5,109.1,179.8,49.02039,7.173954,1265.294,4.165515,15.75449,3.05
"6909","LW","NO","Medium",226.9,155.8,265.4,196.5,710.6,265,318.3,407.8,510.2,109,179.2,50.60181,6.707667,1177.12,4.232086,15.68952,1.93
"6910","LW","NO","Medium",227.1,156.1,266.6,196.7,708.9,264.8,317.1,403.2,515.5,108.8,179.1,51.30706,6.474536,1107.841,4.225665,15.69078,1.83
"6911","LW","NO","Medium",227.2,156.5,270.4,196.9,706.8,264.7,315.8,394,530.3,108.7,179.8,50.25343,6.241426,1073.568,4.151766,15.78631,2.29
"6912","LW","NO","Medium",227.4,156.9,274.3,197.1,706.4,264.6,314.5,385.6,546.8,108.6,180.7,49.72733,5.912223,1035.523,4.071476,15.89276,2.5
"6913","LW","NO","Medium",227.5,157.4,277.9,197.2,706.9,264.5,313.3,378.8,558.3,108.5,181.5,47.79463,6.214298,1038.395,3.845804,16.16846,2.39
"6914","LW","NO","Medium",227.7,157.8,280.9,197.4,708.1,264.5,312.1,374,566.7,108.4,182.3,52.71613,8.603289,1604.502,4.507257,15.40039,2.8
"6915","LW","NO","Medium",227.8,158.2,283.6,197.5,709.4,264.5,311.1,372.9,578.3,108.4,183.1,57.98845,10.66523,2210.615,5.096419,14.50913,2.79
"6916","LW","NO","Medium",228,158.6,286.2,197.7,710.8,264.6,310.2,376,591.2,108.3,184.2,60.4488,9.895518,2174.187,5.246945,14.31428,3.75
"6917","LW","NO","Medium",228.2,159,288.9,197.9,711.9,264.7,309.4,382.4,605.2,108.2,185.2,61.32816,8.09567,1929.12,5.337176,14.23132,3.86
"6918","LW","NO","Medium",228.4,159.4,291.2,198,712.8,264.9,308.8,393.3,619.1,108.2,186.1,62.20702,7.162241,1789.644,5.433139,14.155,4.46
"6919","LW","NO","Medium",228.6,159.8,293.2,198.2,713.6,265.1,308.3,402.6,627.8,108.1,186.9,64.84756,6.695711,1712.714,5.595909,13.96392,6.13
"6920","LW","NO","Medium",228.8,160.1,295,198.3,714.2,265.4,307.9,412.9,633.6,108.1,187.6,68.01053,6.695838,1678.334,5.793682,13.73261,6.02
"6921","LW","NO","Medium",229,160.5,296.5,198.5,714.6,265.7,307.6,422,638.1,108.1,188,70.82731,6.462694,1622.678,5.989345,13.50256,7.07
"6922","LW","NO","Medium",229.2,160.8,297.6,198.7,714.9,266,307.3,430.5,640.2,108.2,188.1,72.58447,6.929585,1607.376,6.137618,13.29765,6.85
"6923","LW","NO","Medium",229.4,161.2,298.3,198.9,715,266.4,307.2,438.3,640.2,108.2,188.2,72.2368,6.462997,1540.017,6.13626,13.30897,6.82
"6924","LW","NO","Medium",229.6,161.5,298.8,199,714.9,266.8,307.2,444.1,637.1,108.2,188,72.94062,6.229857,1461.499,6.155351,13.27754,5.47
"6925","LW","NO","Medium",229.9,161.8,299.2,199.2,714.8,267.1,307.2,448.9,632.3,108.3,187.6,71.88816,5.996678,1379.6,6.082313,13.36553,6.26
"6926","LW","NO","Medium",230.1,162.1,299.5,199.4,714.7,267.5,307.4,451.1,627.7,108.4,187.2,71.18597,5.530472,1277.946,6.039754,13.44759,5.16
"6927","LW","NO","Medium",230.3,162.3,299.8,199.6,714.3,267.8,307.6,450.7,620.5,108.5,186.5,69.6055,4.899634,1149.531,5.954828,13.57456,3.33
"6928","LW","NO","Medium",230.5,162.6,300,199.8,713.8,268.2,307.8,449.8,613.1,108.5,186,67.14609,4.735212,1080.389,5.847197,13.72793,2.27
"6929","LW","NO","Medium",230.8,162.9,300.2,200,712.9,268.5,308.2,449.4,606.9,108.6,185.4,65.0376,4.803942,1039.719,5.775943,13.83856,2.52
"6930","LW","NO","Medium",231,163.1,300.3,200.2,711.6,268.8,308.6,450.6,602.1,108.6,184.8,62.40382,4.570928,1010.628,5.581848,14.03593,2.43
"6931","LW","NO","Medium",231.2,163.4,300.5,200.4,710.2,269.1,309.1,452.8,599.3,108.7,184.4,59.41426,4.708255,1035.464,5.410105,14.27101,2.54
"6932","LW","NO","Medium",231.4,163.6,300.8,200.6,709.1,269.3,309.7,455.5,597,108.7,184,59.2404,4.475355,969.6178,5.345377,14.3556,3.11
"6933","LW","NO","Medium",231.6,163.9,301.1,200.7,708.2,269.6,310.3,458.8,595.4,108.7,183.7,59.41601,4.310834,919.5436,5.333362,14.38038,3.81
"6934","LW","NO","Medium",231.9,164.1,301.3,200.9,707.4,269.8,310.9,463.2,594.2,108.8,183.3,59.76942,4.379669,914.5464,5.368268,14.3292,4.54
"6935","LW","NO","Medium",232.1,164.4,301.2,201.1,706.6,270.1,311.6,467.8,594.1,108.8,183.1,60.29651,4.311197,901.3436,5.37379,14.3204,4.89
"6936","LW","NO","Medium",232.3,164.6,301.1,201.3,705.8,270.3,312.4,471.8,593.3,108.8,182.8,61.52843,4.078192,824.6547,5.436438,14.25629,5.77
"6937","LW","NO","Medium",232.5,164.8,300.9,201.5,705.2,270.5,313.2,475.2,591.5,108.7,182.4,62.05616,4.078311,810.4879,5.439509,14.24497,5.67
"6938","LW","NO","Medium",232.7,165,300.7,201.7,704.7,270.7,314,478.2,586.9,108.8,181.9,62.05754,4.078433,819.4926,5.461621,14.24372,5.75
"6939","LW","NO","Medium",232.9,165.2,300.2,201.9,704.2,270.8,314.9,479.1,580.9,108.8,181.3,62.41,4.078552,800.5951,5.458348,14.24497,4.39
"6940","LW","NO","Medium",233.1,165.4,299.4,202.1,704.5,271,316.3,478.5,572.5,108.9,180.6,62.40981,3.914243,781.6683,5.441088,14.27174,2.65
"6941","LW","NO","Medium",233.3,165.6,298,202.3,707.9,271.1,317.8,471.9,563.4,108.9,180.1,61.88379,3.749839,741.4067,5.388057,14.33208,2.43
"6942","LW","NO","Medium",233.5,165.9,296.7,202.5,709.6,271.2,318.5,462.3,561,108.9,179.7,60.47869,3.749953,729.2855,5.310445,14.449,2.53
"6943","LW","NO","Medium",233.7,166.2,295.2,202.7,709.4,271.3,319,453.5,559.3,108.9,179,59.42606,3.750104,717.6531,5.264841,14.53952,2.72
"6944","LW","NO","Medium",233.9,166.4,293.8,202.8,708.5,271.4,319.6,445.7,557.5,108.9,178.2,56.61243,3.98333,745.8651,4.869613,14.93302,2.1
"6945","LW","NO","Medium",234.1,166.7,292.6,203,707.2,271.5,320.1,439.4,553.7,108.8,177.4,51.69208,4.518502,999.0818,4.648247,15.26618,1.34
"6946","LW","NO","Medium",234.3,166.9,291.3,203.2,705.6,271.5,320.6,434,548.1,108.7,176.5,52.21858,4.68325,1153.929,4.662634,15.16309,1
"6947","LW","NO","Medium",234.5,167.1,289.8,203.4,704.1,271.5,321,430.5,542.5,108.7,175.5,49.75871,4.75205,1201.405,4.531349,15.3039,1.03
"6948","LW","NO","Medium",234.6,167.3,288.2,203.5,702.6,271.5,321.4,427.1,536.9,108.5,174.6,46.41787,4.518915,1200.353,4.351868,15.53397,1.36
"6949","LW","NO","Medium",234.8,167.6,286.5,203.7,701.1,271.5,321.6,423.8,531.4,108.4,173.6,44.65986,4.285753,1136.978,4.272964,15.66094,1.13
"6950","LW","NO","Medium",234.9,167.8,284.6,203.8,699.7,271.4,321.8,420.4,525,108.3,172.6,42.90075,4.052654,1093.3,4.194019,15.77158,1.09
"6951","LW","NO","Medium",235.1,168,282.7,204,698.3,271.3,321.9,417,518,108.2,171.5,41.31919,4.052737,1061.526,4.099574,15.89478,0.683
"6952","LW","NO","Medium",235.2,168.2,280.7,204.1,697.1,271.2,321.9,413.5,511.3,108.1,170.2,40.08992,4.121574,1057.227,3.994011,16.01714,0.302
"6953","LW","NO","Medium",235.3,168.4,278.3,204.3,695.8,271.1,321.8,411.1,501.9,107.9,168.2,38.50763,4.121658,1089.275,3.870512,16.16172,0.168
"6957","LW","NO","Low",235.6,169,268.3,204.7,689.1,270.1,320.4,401.3,465.5,107.1,161.9,31.82776,4.259331,1205.799,3.404635,16.7501,0.194
